id,recency,log_history,mens,womens,newbie,urban,true_tau
103793,9.0,4.6340071213615825,1.0,1.0,0.0,1.0,-0.04
103794,9.0,4.303623715736253,0.0,1.0,0.0,0.0,0.091
103795,2.0,3.9039558298140196,1.0,1.0,0.0,1.0,0.091
103796,4.0,3.6177536951973863,1.0,0.0,0.0,1.0,0.0
103797,12.0,3.5737026573008364,1.0,1.0,0.0,0.0,-0.04
103798,3.0,3.7818527094425254,1.0,0.0,1.0,0.0,0.0
103799,6.0,2.942861502207102,0.0,0.0,0.0,0.0,0.0
103800,9.0,4.480928609200118,0.0,0.0,1.0,1.0,0.0
103801,3.0,3.998811219725113,1.0,0.0,1.0,0.0,0.0
103802,5.0,4.111933610985343,0.0,1.0,1.0,0.0,0.26
103803,10.0,4.318234113187093,1.0,0.0,0.0,0.0,-0.04
103804,6.0,4.661923024144572,0.0,1.0,0.0,0.0,0.091
103805,10.0,3.498140656867466,1.0,0.0,0.0,1.0,-0.04
103806,1.0,3.9243057490383797,0.0,0.0,1.0,1.0,0.0
103807,8.0,2.627361058554101,1.0,1.0,0.0,1.0,0.091
103808,5.0,2.1288021739516965,0.0,1.0,1.0,0.0,0.26
103809,11.0,2.3534239802672463,0.0,1.0,1.0,0.0,0.26
103810,6.0,5.387721606273271,1.0,1.0,0.0,1.0,0.0
103811,2.0,2.446807726749425,0.0,0.0,0.0,0.0,0.0
103812,11.0,4.436879765078683,0.0,0.0,1.0,0.0,0.0
103813,7.0,5.334332812852224,1.0,0.0,0.0,0.0,0.0
103814,1.0,3.6152855214342132,1.0,0.0,1.0,0.0,0.0
103815,9.0,5.471034513236356,0.0,0.0,0.0,0.0,0.0
103816,8.0,5.6660158987801115,0.0,0.0,1.0,0.0,0.0
103817,12.0,4.858596272559272,0.0,1.0,0.0,1.0,0.0
103818,9.0,6.137507230693127,0.0,1.0,1.0,0.0,0.0
103819,8.0,4.570862438216281,0.0,0.0,0.0,0.0,0.0
103820,3.0,3.3790460612842708,0.0,0.0,0.0,0.0,0.0
103821,8.0,4.483056798868007,0.0,0.0,1.0,1.0,0.0
103822,3.0,3.6302231572510033,0.0,1.0,0.0,0.0,0.091
103823,5.0,2.8874147757906092,1.0,0.0,0.0,1.0,0.0
103824,6.0,2.9108569433947573,1.0,1.0,1.0,1.0,0.26
103825,7.0,6.086782636114557,1.0,0.0,0.0,1.0,0.0
103826,3.0,3.5467089522712683,0.0,1.0,0.0,1.0,0.091
103827,7.0,4.001951397968193,0.0,1.0,0.0,0.0,0.091
103828,4.0,3.441269969812637,1.0,1.0,0.0,1.0,0.091
103829,11.0,4.1466052430780636,1.0,0.0,1.0,0.0,-0.04
103830,12.0,3.814997300817891,0.0,1.0,0.0,0.0,0.091
103831,10.0,3.664906879325376,0.0,0.0,1.0,1.0,0.0
103832,3.0,2.971032546512678,1.0,1.0,0.0,1.0,0.091
103833,9.0,2.800384249766944,1.0,1.0,0.0,0.0,-0.04
103834,12.0,3.3751174631265597,1.0,0.0,1.0,1.0,-0.04
103835,12.0,4.2877488557272105,0.0,0.0,1.0,1.0,0.0
103836,11.0,5.882648595288397,0.0,0.0,0.0,0.0,0.0
103837,1.0,4.9665304499330585,1.0,0.0,1.0,1.0,0.0
103838,2.0,5.656563650835392,0.0,1.0,0.0,0.0,0.0
103839,10.0,4.461057357992999,0.0,1.0,0.0,0.0,0.091
103840,4.0,3.954245458930508,0.0,0.0,1.0,1.0,0.0
103841,6.0,2.8791043956324196,0.0,0.0,0.0,1.0,0.0
103842,6.0,4.034176814132737,0.0,0.0,1.0,0.0,0.0
103843,10.0,2.2018122513112792,0.0,0.0,1.0,1.0,0.0
103844,9.0,3.768218631309248,1.0,1.0,0.0,1.0,-0.04
103845,4.0,5.484997561765744,1.0,0.0,0.0,0.0,0.0
103846,10.0,4.325373494258619,0.0,0.0,0.0,0.0,0.0
103847,6.0,5.038595244152883,1.0,1.0,1.0,1.0,0.0
103848,8.0,3.6982531773172855,1.0,0.0,1.0,0.0,0.0
103849,10.0,2.8391634419335077,1.0,1.0,1.0,1.0,-0.04
103850,4.0,3.6141151600402894,0.0,0.0,0.0,0.0,0.0
103851,1.0,3.686743119777899,1.0,0.0,0.0,0.0,0.0
103852,8.0,5.109856017022714,1.0,0.0,0.0,1.0,0.0
103853,4.0,5.80009074050605,1.0,0.0,0.0,0.0,0.0
103854,4.0,3.3875088084200624,1.0,0.0,0.0,1.0,0.0
103855,6.0,3.7212986769371508,0.0,0.0,0.0,0.0,0.0
103856,11.0,3.9096268483335055,1.0,0.0,0.0,1.0,-0.04
103857,11.0,3.730962314548814,1.0,0.0,1.0,1.0,-0.04
103858,9.0,2.954987828119092,1.0,0.0,1.0,0.0,-0.04
103859,4.0,4.121418608021737,0.0,0.0,1.0,1.0,0.0
103860,12.0,4.360447346238431,1.0,1.0,0.0,0.0,-0.04
103861,10.0,4.381876667379589,0.0,1.0,0.0,0.0,0.091
103862,1.0,2.9882282295957836,1.0,0.0,0.0,0.0,0.0
103863,3.0,3.9398333769927225,1.0,0.0,1.0,0.0,0.0
103864,2.0,2.5392329732291077,1.0,1.0,0.0,0.0,0.091
103865,4.0,4.853155387183147,1.0,1.0,0.0,1.0,0.0
103866,9.0,3.149597354270372,0.0,0.0,1.0,1.0,0.0
103867,7.0,3.799402627028288,0.0,0.0,1.0,1.0,0.0
103868,2.0,3.646427479211089,0.0,1.0,0.0,0.0,0.091
103869,8.0,3.5292156984206935,0.0,1.0,1.0,0.0,0.26
103870,8.0,3.1169766845800084,1.0,1.0,0.0,0.0,0.091
103871,11.0,2.518313465825182,0.0,1.0,1.0,0.0,0.26
103872,4.0,5.588792695630217,0.0,1.0,1.0,0.0,0.0
103873,11.0,4.269929921591277,1.0,1.0,0.0,0.0,-0.04
103874,8.0,4.278960423277646,0.0,0.0,1.0,0.0,0.0
103875,4.0,5.918061756998699,1.0,1.0,0.0,1.0,0.0
103876,4.0,3.9553493166092384,1.0,0.0,0.0,0.0,0.0
103877,9.0,4.534893175741188,0.0,0.0,1.0,0.0,0.0
103878,9.0,4.063194352167875,1.0,1.0,1.0,0.0,-0.04
103879,8.0,5.101853094638984,1.0,1.0,0.0,0.0,0.0
103880,5.0,4.490338144751621,1.0,0.0,1.0,0.0,0.0
103881,5.0,4.32397200394195,1.0,1.0,0.0,0.0,0.091
103882,7.0,3.8202453973263912,0.0,0.0,1.0,0.0,0.0
103883,10.0,4.293524995937296,0.0,1.0,0.0,0.0,0.091
103884,4.0,5.081826021157445,1.0,0.0,1.0,1.0,0.0
103885,11.0,2.2684649719865915,1.0,0.0,0.0,1.0,-0.04
103886,3.0,3.9321558483033994,1.0,1.0,0.0,1.0,0.091
103887,6.0,3.6781943373914556,0.0,0.0,0.0,0.0,0.0
103888,4.0,3.7815734912284498,1.0,1.0,0.0,1.0,0.091
103889,11.0,2.3507010571209133,1.0,0.0,0.0,1.0,-0.04
103890,3.0,4.696368133153769,0.0,0.0,0.0,0.0,0.0
103891,2.0,3.305516789615341,0.0,1.0,0.0,1.0,0.091
103892,9.0,3.846504854149103,0.0,1.0,0.0,0.0,0.091
103893,2.0,3.6034020746004978,1.0,0.0,1.0,0.0,0.0
103894,12.0,2.6032240328803313,0.0,0.0,0.0,0.0,0.0
103895,10.0,3.6540068462856947,1.0,0.0,0.0,0.0,-0.04
103896,11.0,2.46093821581587,0.0,0.0,0.0,0.0,0.0
103897,4.0,3.2218127128234,0.0,0.0,0.0,0.0,0.0
103898,9.0,3.7691429115596193,1.0,0.0,0.0,0.0,-0.04
103899,8.0,4.043065419217504,0.0,0.0,0.0,1.0,0.0
103900,6.0,4.096141202836124,1.0,1.0,0.0,1.0,0.091
103901,6.0,3.9256852815711154,1.0,0.0,0.0,1.0,0.0
103902,1.0,5.956203293390012,1.0,0.0,1.0,0.0,0.0
103903,2.0,4.433508328697689,0.0,1.0,1.0,0.0,0.26
103904,2.0,2.982238055622642,0.0,1.0,1.0,1.0,0.26
103905,10.0,3.5091511426578714,0.0,1.0,1.0,0.0,0.26
103906,4.0,3.469736795998334,1.0,1.0,0.0,0.0,0.091
103907,9.0,3.8907937332806206,0.0,1.0,0.0,1.0,0.091
103908,9.0,3.516918000102536,1.0,0.0,0.0,0.0,-0.04
103909,2.0,3.2976680019298015,1.0,1.0,0.0,0.0,0.091
103910,4.0,5.51808149880532,1.0,1.0,1.0,0.0,0.0
103911,4.0,4.086441699881048,1.0,1.0,0.0,1.0,0.091
103912,2.0,3.750306055338533,0.0,0.0,1.0,1.0,0.0
103913,10.0,3.824995063662011,0.0,0.0,0.0,0.0,0.0
103914,5.0,3.8562496673882,0.0,1.0,0.0,1.0,0.091
103915,11.0,5.288687848329149,0.0,1.0,0.0,0.0,0.0
103916,11.0,4.472213957498387,0.0,0.0,0.0,0.0,0.0
103917,11.0,5.047590411127589,1.0,1.0,0.0,0.0,0.0
103918,9.0,1.4818457781688978,1.0,0.0,0.0,0.0,-0.04
103919,7.0,4.33733023724744,1.0,1.0,0.0,0.0,0.091
103920,6.0,4.990881298346534,0.0,1.0,0.0,0.0,0.0
103921,5.0,5.809997514241247,0.0,0.0,0.0,0.0,0.0
103922,8.0,4.074682651206084,1.0,1.0,0.0,0.0,0.091
103923,6.0,2.5659692129557037,1.0,1.0,1.0,1.0,0.26
103924,11.0,4.571747133907479,1.0,0.0,0.0,1.0,-0.04
103925,3.0,3.522184681892683,1.0,0.0,1.0,0.0,0.0
103926,5.0,2.5040768355376866,0.0,1.0,1.0,0.0,0.26
103927,6.0,3.505189193163095,0.0,1.0,1.0,0.0,0.26
103928,4.0,4.988975629294117,0.0,0.0,0.0,1.0,0.0
103929,3.0,5.119510264897681,0.0,1.0,1.0,1.0,0.0
103930,7.0,4.690578101316761,0.0,1.0,0.0,0.0,0.091
103931,2.0,3.1333997131730618,1.0,1.0,0.0,0.0,0.091
103932,10.0,6.299433682742075,1.0,1.0,0.0,1.0,0.0
103933,5.0,3.0295708100595604,1.0,1.0,0.0,1.0,0.091
103934,10.0,3.981573928800108,1.0,0.0,1.0,1.0,-0.04
103935,1.0,2.795499964586388,1.0,1.0,0.0,0.0,0.091
103936,10.0,5.223997413582555,1.0,1.0,1.0,1.0,0.0
103937,6.0,4.4465048363161435,1.0,1.0,1.0,0.0,0.26
103938,11.0,4.84089795263383,1.0,1.0,0.0,0.0,0.0
103939,9.0,4.13133555525563,1.0,1.0,0.0,1.0,-0.04
103940,10.0,3.991391779504462,0.0,1.0,1.0,0.0,0.26
103941,8.0,4.206393829701229,0.0,0.0,1.0,1.0,0.0
103942,2.0,2.4275370928336146,1.0,0.0,0.0,0.0,0.0
103943,12.0,4.936784742929483,1.0,1.0,1.0,1.0,0.0
103944,5.0,4.864942092672561,0.0,1.0,1.0,1.0,0.0
103945,11.0,3.707087561389495,1.0,1.0,0.0,0.0,-0.04
103946,7.0,4.0421354824611795,1.0,1.0,0.0,0.0,0.091
103947,8.0,4.319054101123591,0.0,1.0,1.0,1.0,0.26
103948,3.0,5.453663332476605,1.0,1.0,1.0,1.0,0.0
103949,11.0,4.4371546718115855,0.0,1.0,1.0,0.0,0.26
103950,10.0,4.091946376829736,1.0,1.0,1.0,0.0,-0.04
103951,6.0,3.606507772593105,1.0,1.0,1.0,0.0,0.26
103952,6.0,2.7503707195734703,0.0,0.0,1.0,0.0,0.0
103953,10.0,3.530850530574031,0.0,1.0,0.0,1.0,0.091
103954,2.0,4.118762806106873,1.0,0.0,0.0,1.0,0.0
103955,4.0,3.8333217967992423,0.0,0.0,0.0,1.0,0.0
103956,2.0,4.1231027648967205,1.0,0.0,0.0,0.0,0.0
103957,7.0,4.718895060636526,1.0,1.0,0.0,1.0,0.091
103958,5.0,4.443084442936634,1.0,0.0,0.0,0.0,0.0
103959,12.0,4.301115276933377,0.0,1.0,1.0,0.0,0.26
103960,11.0,4.640356417363795,1.0,0.0,1.0,1.0,-0.04
103961,8.0,4.2227636863997295,1.0,1.0,1.0,1.0,0.26
103962,10.0,4.030676224794686,1.0,0.0,0.0,1.0,-0.04
103963,7.0,4.474998128358598,1.0,1.0,1.0,0.0,0.26
103964,6.0,2.566020644503599,0.0,1.0,0.0,0.0,0.091
103965,10.0,5.17446657623612,0.0,0.0,1.0,0.0,0.0
103966,5.0,2.9358444038418288,1.0,1.0,0.0,1.0,0.091
103967,4.0,4.803394482955201,0.0,0.0,1.0,0.0,0.0
103968,2.0,4.070997940246464,1.0,1.0,0.0,1.0,0.091
103969,10.0,5.046217055532477,1.0,1.0,0.0,0.0,0.0
103970,10.0,4.091418593926316,1.0,0.0,0.0,0.0,-0.04
103971,1.0,3.2335570144862364,1.0,0.0,0.0,0.0,0.0
103972,11.0,5.016194254574794,0.0,0.0,0.0,0.0,0.0
103973,3.0,4.224689473132416,1.0,1.0,0.0,0.0,0.091
103974,11.0,4.166391633455739,0.0,0.0,1.0,0.0,0.0
103975,3.0,4.1335429051211925,0.0,1.0,0.0,0.0,0.091
103976,2.0,4.9529040176003765,0.0,1.0,1.0,0.0,0.0
103977,4.0,4.7892666697357145,0.0,0.0,0.0,0.0,0.0
103978,12.0,4.266588157561347,0.0,1.0,1.0,0.0,0.26
103979,12.0,2.718050312228565,1.0,1.0,1.0,1.0,-0.04
103980,8.0,3.70704298446905,0.0,1.0,0.0,0.0,0.091
103981,1.0,4.157048298328233,0.0,1.0,1.0,0.0,0.26
103982,8.0,5.665382090654275,1.0,0.0,0.0,0.0,0.0
103983,4.0,4.405075858537666,0.0,1.0,0.0,0.0,0.091
103984,9.0,3.9830253380635656,0.0,0.0,1.0,0.0,0.0
103985,7.0,5.129640203285375,1.0,1.0,0.0,0.0,0.0
103986,11.0,3.9664344523419834,1.0,0.0,1.0,1.0,-0.04
103987,9.0,4.040331883585711,1.0,1.0,0.0,0.0,-0.04
103988,4.0,4.204422677844538,1.0,1.0,1.0,0.0,0.26
103989,10.0,2.7651338918579267,0.0,1.0,0.0,0.0,0.091
103990,3.0,4.917444547889296,0.0,1.0,0.0,1.0,0.0
103991,5.0,4.443551939821178,1.0,0.0,1.0,1.0,0.0
103992,3.0,3.8166164831385965,1.0,0.0,1.0,0.0,0.0
103993,3.0,3.0684879983514235,1.0,0.0,0.0,1.0,0.0
103994,5.0,4.25557750358311,1.0,1.0,0.0,0.0,0.091
103995,11.0,5.314137967854659,1.0,0.0,1.0,1.0,0.0
103996,6.0,3.502813808373405,1.0,1.0,0.0,0.0,0.091
103997,2.0,3.138334448386126,1.0,1.0,0.0,0.0,0.091
103998,10.0,4.439589369821172,0.0,0.0,0.0,0.0,0.0
103999,1.0,2.6836682537228,0.0,1.0,0.0,0.0,0.091
