id,recency,log_history,mens,womens,newbie,urban,treatment,visit,true_tau
1018,7.0,2.4328120695911553,0.0,1.0,0.0,0.0,mens_offer,0,0.091
1019,4.0,2.073249721792512,0.0,1.0,0.0,1.0,womens_offer,0,0.091
1020,7.0,2.632234698273313,0.0,1.0,1.0,0.0,womens_offer,1,0.26
1021,9.0,4.258852703522429,0.0,0.0,0.0,0.0,control,0,0.0
1022,10.0,3.9756798681307215,0.0,1.0,0.0,1.0,mens_offer,1,0.091
1023,10.0,3.7984177568634707,0.0,0.0,1.0,0.0,control,0,0.0
1024,7.0,4.270286722318382,1.0,0.0,1.0,0.0,womens_offer,0,0.0
1025,1.0,4.551623493104555,0.0,1.0,0.0,1.0,control,0,0.091
1026,3.0,2.2224209656639773,0.0,1.0,1.0,1.0,mens_offer,0,0.26
1027,9.0,3.752697754363749,1.0,0.0,0.0,0.0,mens_offer,0,-0.04
1028,8.0,3.2927365767246806,1.0,0.0,1.0,1.0,mens_offer,0,0.0
1029,10.0,2.944204755305464,1.0,1.0,1.0,1.0,womens_offer,0,-0.04
1030,6.0,3.5370496761351817,0.0,1.0,0.0,1.0,mens_offer,0,0.091
1031,6.0,3.9096659797610616,1.0,0.0,0.0,0.0,mens_offer,1,0.0
1032,3.0,3.783289646892272,0.0,0.0,1.0,0.0,control,0,0.0
1033,1.0,2.7564248754451084,0.0,1.0,1.0,0.0,control,0,0.26
1034,2.0,3.5930649063435185,0.0,1.0,1.0,0.0,womens_offer,0,0.26
1035,9.0,5.817229876513046,1.0,0.0,0.0,0.0,control,1,0.0
1036,7.0,3.0971316185404745,1.0,0.0,1.0,0.0,womens_offer,0,0.0
1037,3.0,2.5619125140883336,1.0,1.0,0.0,1.0,mens_offer,0,0.091
1038,5.0,4.261913007010742,1.0,0.0,1.0,0.0,womens_offer,0,0.0
1039,8.0,4.547614288785744,0.0,0.0,0.0,1.0,mens_offer,0,0.0
1040,5.0,4.429630188036014,1.0,0.0,1.0,0.0,womens_offer,0,0.0
1041,5.0,3.0412102782065165,0.0,0.0,0.0,0.0,womens_offer,0,0.0
1042,4.0,4.905717110951889,1.0,0.0,0.0,1.0,control,0,0.0
1043,8.0,3.3296629312350405,1.0,0.0,0.0,0.0,control,0,0.0
1044,11.0,3.0282233264015477,0.0,0.0,0.0,0.0,mens_offer,0,0.0
1045,4.0,3.4835495439003776,1.0,1.0,0.0,1.0,control,0,0.091
1046,4.0,3.922166312531643,0.0,0.0,1.0,0.0,mens_offer,0,0.0
1047,6.0,4.652268022564355,0.0,0.0,0.0,1.0,mens_offer,0,0.0
1048,3.0,4.5718413653369385,0.0,1.0,0.0,0.0,mens_offer,0,0.091
1049,7.0,3.9982684377630635,1.0,0.0,1.0,1.0,womens_offer,0,0.0
1050,11.0,4.847493978136578,1.0,1.0,1.0,1.0,control,1,0.0
1051,8.0,4.090217826033051,0.0,0.0,1.0,0.0,womens_offer,0,0.0
1052,2.0,4.814529623261158,1.0,1.0,1.0,0.0,mens_offer,0,0.0
1053,3.0,2.799300909769079,1.0,0.0,0.0,0.0,womens_offer,0,0.0
1054,1.0,2.656055701914009,1.0,1.0,0.0,0.0,mens_offer,0,0.091
1055,12.0,4.707219270451623,1.0,1.0,0.0,0.0,control,0,-0.04
1056,5.0,2.8109579652548353,0.0,1.0,1.0,1.0,womens_offer,1,0.26
1057,4.0,3.7523743076025324,0.0,0.0,1.0,0.0,control,0,0.0
1058,11.0,3.931516337365344,1.0,1.0,0.0,0.0,womens_offer,1,-0.04
1059,4.0,3.588862855854159,1.0,1.0,0.0,0.0,mens_offer,1,0.091
1060,3.0,3.619033940110292,1.0,1.0,1.0,0.0,mens_offer,0,0.26
1061,4.0,5.258580158228102,0.0,1.0,1.0,0.0,womens_offer,1,0.0
1062,5.0,1.8875720124407112,0.0,0.0,1.0,0.0,mens_offer,0,0.0
1063,1.0,4.803719264815445,0.0,1.0,0.0,0.0,womens_offer,0,0.0
1064,8.0,6.067973655460043,1.0,0.0,1.0,1.0,womens_offer,0,0.0
1065,6.0,4.038998207192358,1.0,1.0,1.0,1.0,mens_offer,0,0.26
1066,12.0,4.001382357895222,1.0,0.0,0.0,0.0,womens_offer,0,-0.04
1067,10.0,4.663214598312794,0.0,0.0,0.0,1.0,womens_offer,0,0.0
1068,5.0,5.649494588814288,1.0,0.0,0.0,0.0,control,0,0.0
1069,9.0,2.9827378567550142,0.0,1.0,1.0,1.0,control,0,0.26
1070,10.0,4.0957044849099695,1.0,0.0,1.0,1.0,womens_offer,0,-0.04
1071,3.0,3.853831400763853,0.0,0.0,0.0,0.0,mens_offer,1,0.0
1072,2.0,4.514453128661004,0.0,0.0,1.0,0.0,womens_offer,0,0.0
1073,2.0,4.1590143010726734,0.0,0.0,1.0,0.0,womens_offer,0,0.0
1074,1.0,4.603752470644872,0.0,0.0,0.0,0.0,control,0,0.0
1075,4.0,3.6469470485111835,0.0,0.0,0.0,0.0,control,0,0.0
1076,10.0,4.061475577035245,1.0,0.0,1.0,1.0,mens_offer,0,-0.04
1077,10.0,3.429627337240406,1.0,0.0,1.0,0.0,womens_offer,0,-0.04
1078,5.0,3.4348980231743456,0.0,0.0,0.0,0.0,mens_offer,0,0.0
1079,6.0,3.893204611110717,1.0,0.0,0.0,1.0,control,0,0.0
1080,10.0,3.8927901768241195,0.0,1.0,1.0,0.0,womens_offer,1,0.26
1081,12.0,2.996041646252504,0.0,1.0,0.0,0.0,mens_offer,0,0.091
1082,4.0,5.41750064503719,1.0,0.0,1.0,0.0,womens_offer,1,0.0
1083,8.0,3.8988967119002464,1.0,0.0,0.0,0.0,mens_offer,0,0.0
1084,8.0,2.816356953800481,1.0,1.0,0.0,0.0,control,0,0.091
1085,8.0,4.998154414263852,0.0,0.0,1.0,0.0,control,0,0.0
1086,10.0,3.3618324550961756,1.0,0.0,0.0,0.0,mens_offer,0,-0.04
1087,10.0,4.468978378361466,0.0,1.0,1.0,1.0,mens_offer,0,0.26
1088,5.0,4.003112194485029,0.0,0.0,0.0,0.0,control,0,0.0
1089,10.0,4.240066028158681,1.0,0.0,0.0,0.0,mens_offer,0,-0.04
1090,1.0,4.16949972189763,0.0,0.0,0.0,0.0,control,0,0.0
1091,5.0,3.5126212659860823,0.0,1.0,0.0,0.0,mens_offer,0,0.091
1092,3.0,4.054350617259176,0.0,0.0,1.0,1.0,mens_offer,1,0.0
1093,4.0,5.832717253822379,1.0,1.0,1.0,1.0,womens_offer,0,0.0
1094,11.0,2.114743244787573,1.0,1.0,0.0,0.0,womens_offer,0,-0.04
1095,6.0,4.076474171573107,0.0,1.0,1.0,1.0,control,0,0.26
1096,1.0,4.403789639625387,0.0,1.0,0.0,1.0,mens_offer,0,0.091
1097,6.0,3.099093862301134,1.0,1.0,1.0,0.0,womens_offer,0,0.26
1098,1.0,2.8276595213753084,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1099,2.0,5.945644965786576,0.0,0.0,0.0,0.0,control,1,0.0
1100,5.0,3.6909123753298276,1.0,0.0,0.0,0.0,mens_offer,0,0.0
1101,6.0,5.873911459473945,0.0,1.0,1.0,0.0,control,1,0.0
1102,3.0,4.49343216875362,1.0,0.0,0.0,1.0,control,0,0.0
1103,8.0,4.0854849147024055,0.0,1.0,1.0,0.0,mens_offer,0,0.26
1104,6.0,4.4402366983750765,0.0,0.0,0.0,1.0,control,0,0.0
1105,2.0,4.581794168117912,1.0,1.0,1.0,0.0,control,0,0.26
1106,10.0,5.068004566706519,1.0,1.0,0.0,1.0,womens_offer,0,0.0
1107,2.0,4.404531394007808,0.0,1.0,1.0,0.0,control,1,0.26
1108,5.0,4.146102116995903,0.0,0.0,0.0,1.0,mens_offer,0,0.0
1109,3.0,4.1741664032054935,1.0,0.0,0.0,0.0,control,0,0.0
1110,12.0,5.222132410602546,0.0,0.0,1.0,1.0,control,0,0.0
1111,4.0,4.744013162745148,0.0,1.0,0.0,0.0,control,0,0.091
1112,11.0,3.142323067510528,0.0,0.0,0.0,0.0,control,0,0.0
1113,12.0,3.4598724965084937,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1114,3.0,4.311182446594837,0.0,1.0,0.0,1.0,womens_offer,0,0.091
1115,1.0,3.4709517059320976,1.0,1.0,0.0,0.0,womens_offer,1,0.091
1116,1.0,3.6865395598670676,0.0,1.0,0.0,1.0,control,0,0.091
1117,3.0,3.182058248939656,1.0,0.0,0.0,1.0,womens_offer,0,0.0
1118,5.0,3.7874355826953057,1.0,0.0,1.0,0.0,control,0,0.0
1119,2.0,4.393696804103086,0.0,0.0,1.0,0.0,control,1,0.0
1120,12.0,4.903096705359818,0.0,1.0,0.0,1.0,control,0,0.0
1121,6.0,4.026308962505046,1.0,1.0,1.0,0.0,womens_offer,1,0.26
1122,11.0,5.8701913501703595,1.0,0.0,0.0,1.0,control,1,0.0
1123,1.0,3.9506575344491917,0.0,1.0,1.0,0.0,mens_offer,0,0.26
1124,2.0,6.875114554068969,0.0,0.0,1.0,0.0,womens_offer,0,0.0
1125,6.0,4.908894892108933,1.0,0.0,0.0,1.0,womens_offer,1,0.0
1126,2.0,4.458695189065807,1.0,1.0,1.0,0.0,control,0,0.26
1127,2.0,3.57916526687374,1.0,1.0,0.0,0.0,control,0,0.091
1128,1.0,1.667171673503148,1.0,1.0,0.0,1.0,mens_offer,0,0.091
1129,4.0,3.881222815349758,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1130,10.0,4.175877386007361,0.0,0.0,1.0,1.0,mens_offer,0,0.0
1131,10.0,5.733449028559547,1.0,0.0,0.0,1.0,control,1,0.0
1132,7.0,2.819700662016011,0.0,0.0,0.0,1.0,mens_offer,0,0.0
1133,3.0,5.718587479129279,0.0,0.0,1.0,0.0,womens_offer,0,0.0
1134,6.0,3.796583151555005,1.0,1.0,1.0,0.0,mens_offer,0,0.26
1135,8.0,4.661151744066575,1.0,1.0,0.0,1.0,womens_offer,1,0.091
1136,2.0,1.8797534014684072,1.0,1.0,0.0,1.0,womens_offer,0,0.091
1137,5.0,4.141159573992366,1.0,0.0,0.0,1.0,control,1,0.0
1138,10.0,3.7152908327291536,0.0,0.0,0.0,0.0,mens_offer,0,0.0
1139,6.0,4.624047927148783,1.0,1.0,1.0,0.0,control,0,0.26
1140,6.0,4.09883395925136,0.0,1.0,0.0,0.0,mens_offer,1,0.091
1141,10.0,3.0219182391784227,0.0,0.0,0.0,0.0,control,0,0.0
1142,9.0,4.860069009533475,0.0,0.0,0.0,0.0,control,0,0.0
1143,2.0,4.634920166203836,1.0,1.0,1.0,0.0,control,1,0.26
1144,8.0,4.547738985667285,1.0,0.0,0.0,0.0,control,1,0.0
1145,12.0,4.91538374718279,1.0,0.0,1.0,1.0,mens_offer,0,0.0
1146,3.0,4.99764742455019,0.0,0.0,1.0,0.0,mens_offer,0,0.0
1147,11.0,3.9988759290196287,1.0,1.0,0.0,0.0,womens_offer,0,-0.04
1148,8.0,2.838409058746353,0.0,1.0,0.0,1.0,womens_offer,1,0.091
1149,9.0,2.8152895528434962,1.0,1.0,1.0,0.0,womens_offer,0,-0.04
1150,4.0,5.220197041081675,0.0,1.0,0.0,1.0,mens_offer,0,0.0
1151,1.0,4.649019770514673,0.0,1.0,0.0,0.0,control,0,0.091
1152,1.0,4.108397047043659,0.0,1.0,0.0,1.0,mens_offer,0,0.091
1153,8.0,3.6355401724938665,0.0,1.0,0.0,1.0,mens_offer,0,0.091
1154,12.0,4.046047541857097,0.0,1.0,1.0,0.0,womens_offer,0,0.26
1155,8.0,4.040067724690544,0.0,1.0,1.0,0.0,mens_offer,0,0.26
1156,5.0,3.7214145019365095,0.0,1.0,1.0,1.0,mens_offer,0,0.26
1157,10.0,3.404659932768621,1.0,0.0,0.0,0.0,control,0,-0.04
1158,12.0,5.950493120836932,1.0,0.0,1.0,1.0,womens_offer,1,0.0
1159,3.0,4.220504165281263,1.0,1.0,1.0,0.0,control,0,0.26
1160,2.0,3.485881405395675,1.0,0.0,1.0,0.0,mens_offer,0,0.0
1161,12.0,2.8855852175033285,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1162,1.0,3.381464680950606,0.0,0.0,0.0,1.0,womens_offer,0,0.0
1163,11.0,4.657291309065428,1.0,1.0,0.0,0.0,mens_offer,0,-0.04
1164,2.0,4.691758203288923,0.0,1.0,0.0,0.0,mens_offer,0,0.091
1165,2.0,3.8255299690033113,0.0,0.0,1.0,1.0,control,0,0.0
1166,4.0,4.063871326116795,1.0,0.0,1.0,0.0,control,0,0.0
1167,4.0,3.749269088588595,0.0,0.0,1.0,0.0,control,0,0.0
1168,4.0,3.05139509823196,1.0,0.0,0.0,0.0,mens_offer,1,0.0
1169,1.0,5.177177516409854,1.0,0.0,0.0,0.0,control,0,0.0
1170,11.0,4.348383759054731,1.0,0.0,1.0,0.0,control,0,-0.04
1171,10.0,6.230689760882634,1.0,0.0,0.0,0.0,mens_offer,1,0.0
1172,9.0,3.354980704474828,0.0,1.0,1.0,0.0,womens_offer,0,0.26
1173,11.0,3.8967370793613476,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1174,12.0,4.802912859420058,1.0,0.0,0.0,0.0,mens_offer,1,0.0
1175,12.0,3.801993957756529,1.0,1.0,0.0,1.0,control,0,-0.04
1176,5.0,2.8129775348901727,0.0,0.0,1.0,1.0,womens_offer,0,0.0
1177,8.0,3.1881406949793294,1.0,1.0,0.0,0.0,womens_offer,0,0.091
1178,10.0,4.1072646255072645,1.0,1.0,1.0,1.0,mens_offer,0,-0.04
1179,8.0,4.322387571566613,0.0,1.0,1.0,0.0,mens_offer,0,0.26
1180,10.0,3.93460237705041,1.0,0.0,0.0,1.0,control,0,-0.04
1181,9.0,4.91053245639195,1.0,0.0,0.0,0.0,mens_offer,0,0.0
1182,5.0,4.900956264262675,0.0,1.0,0.0,0.0,womens_offer,0,0.0
1183,7.0,4.3041063168518265,1.0,1.0,0.0,0.0,control,1,0.091
1184,3.0,4.041922460769569,1.0,0.0,0.0,0.0,control,0,0.0
1185,12.0,3.7951333399596976,0.0,1.0,0.0,0.0,control,0,0.091
1186,11.0,4.507015251536681,0.0,1.0,1.0,0.0,control,1,0.26
1187,8.0,4.835636655767735,1.0,1.0,1.0,0.0,control,0,0.0
1188,10.0,4.071739034694043,0.0,0.0,0.0,0.0,mens_offer,0,0.0
1189,5.0,4.417140521225492,1.0,1.0,0.0,0.0,mens_offer,0,0.091
1190,5.0,3.7323458892952908,0.0,0.0,0.0,1.0,mens_offer,0,0.0
1191,7.0,2.7928102280268514,1.0,0.0,1.0,1.0,womens_offer,0,0.0
1192,4.0,3.1432420947340685,1.0,0.0,0.0,0.0,mens_offer,1,0.0
1193,1.0,4.698341531944323,1.0,1.0,1.0,0.0,mens_offer,1,0.26
1194,5.0,4.414477401752417,1.0,1.0,0.0,1.0,mens_offer,0,0.091
1195,9.0,5.435560622756094,1.0,0.0,0.0,0.0,mens_offer,0,0.0
1196,4.0,4.067752566664733,0.0,0.0,1.0,0.0,control,0,0.0
1197,9.0,4.786671509329967,1.0,1.0,0.0,0.0,control,0,0.0
1198,8.0,5.196267816295573,1.0,0.0,1.0,0.0,mens_offer,1,0.0
1199,6.0,4.902461153762869,0.0,1.0,0.0,1.0,control,1,0.0
1200,9.0,3.4834889808504337,1.0,1.0,0.0,1.0,mens_offer,0,-0.04
1201,11.0,3.855285558187258,0.0,1.0,1.0,0.0,womens_offer,1,0.26
1202,12.0,4.1329607545947615,1.0,1.0,0.0,1.0,control,0,-0.04
1203,10.0,3.156237224065694,0.0,0.0,0.0,0.0,mens_offer,0,0.0
1204,2.0,4.438740766918225,0.0,1.0,0.0,1.0,womens_offer,0,0.091
1205,5.0,4.9288507608917715,1.0,1.0,1.0,1.0,womens_offer,0,0.0
1206,7.0,3.5950732907472025,1.0,1.0,0.0,0.0,womens_offer,0,0.091
1207,1.0,5.778397260016425,0.0,1.0,1.0,1.0,control,1,0.0
1208,6.0,3.7618631618491665,1.0,1.0,0.0,0.0,mens_offer,0,0.091
1209,2.0,3.8390858638019036,1.0,0.0,1.0,1.0,control,1,0.0
1210,7.0,3.807991706232882,1.0,0.0,0.0,0.0,mens_offer,1,0.0
1211,3.0,3.3966116098080352,1.0,1.0,1.0,0.0,womens_offer,1,0.26
1212,4.0,4.388568589873697,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1213,4.0,4.035851901952986,1.0,0.0,0.0,1.0,control,0,0.0
1214,12.0,5.4993325559337345,0.0,1.0,0.0,1.0,control,1,0.0
1215,6.0,4.5571265320081285,1.0,0.0,0.0,0.0,mens_offer,0,0.0
1216,7.0,4.495146361791164,1.0,0.0,0.0,0.0,control,1,0.0
1217,12.0,3.8227266815333913,0.0,0.0,0.0,0.0,mens_offer,0,0.0
1218,1.0,2.7905434791504184,1.0,1.0,0.0,1.0,mens_offer,1,0.091
1219,4.0,3.939104529616061,1.0,1.0,0.0,0.0,womens_offer,0,0.091
1220,6.0,3.2733525404366173,0.0,0.0,0.0,0.0,mens_offer,0,0.0
1221,11.0,4.864405282619629,0.0,0.0,1.0,0.0,control,0,0.0
1222,9.0,3.9912508146623358,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1223,9.0,5.503250396476051,1.0,0.0,0.0,0.0,womens_offer,1,0.0
1224,5.0,4.671184545166086,0.0,1.0,1.0,0.0,control,0,0.26
1225,11.0,4.760579856879053,0.0,1.0,1.0,1.0,mens_offer,1,0.26
1226,3.0,4.222363949699386,1.0,1.0,0.0,1.0,control,0,0.091
1227,5.0,4.202870610083959,0.0,1.0,0.0,1.0,womens_offer,0,0.091
1228,5.0,4.59806791440121,0.0,0.0,0.0,0.0,womens_offer,0,0.0
1229,1.0,4.838353549027015,0.0,1.0,1.0,0.0,womens_offer,1,0.0
1230,2.0,3.394616033029834,0.0,1.0,0.0,1.0,womens_offer,0,0.091
1231,10.0,4.4547439833701326,1.0,0.0,0.0,1.0,womens_offer,0,-0.04
1232,12.0,6.360708138396709,0.0,0.0,1.0,1.0,womens_offer,1,0.0
1233,3.0,3.9389398340343034,1.0,0.0,1.0,0.0,control,0,0.0
1234,1.0,3.792801058195361,0.0,1.0,1.0,1.0,womens_offer,0,0.26
1235,2.0,3.410364014639401,0.0,1.0,0.0,0.0,control,0,0.091
1236,1.0,2.7615696585646345,0.0,0.0,0.0,0.0,mens_offer,0,0.0
1237,10.0,5.076260566264395,1.0,0.0,1.0,0.0,womens_offer,0,0.0
1238,1.0,4.072058045995997,1.0,0.0,0.0,0.0,womens_offer,0,0.0
1239,9.0,4.283554402526323,0.0,0.0,1.0,0.0,mens_offer,0,0.0
1240,10.0,5.663826092510817,0.0,0.0,0.0,0.0,womens_offer,1,0.0
1241,3.0,6.2601830432441306,0.0,0.0,0.0,0.0,mens_offer,1,0.0
1242,3.0,3.2402499182846425,1.0,1.0,1.0,0.0,control,0,0.26
1243,4.0,4.956167413612322,1.0,0.0,0.0,0.0,mens_offer,0,0.0
1244,10.0,4.571853487473484,1.0,1.0,1.0,1.0,mens_offer,0,-0.04
1245,12.0,4.372335191466548,0.0,1.0,1.0,0.0,womens_offer,1,0.26
1246,10.0,4.443801624826592,0.0,1.0,0.0,0.0,womens_offer,1,0.091
1247,4.0,3.9991178475741087,1.0,1.0,0.0,1.0,womens_offer,1,0.091
1248,9.0,5.43651894794677,0.0,0.0,0.0,1.0,control,1,0.0
1249,9.0,4.565443318537619,1.0,1.0,0.0,0.0,control,1,-0.04
1250,6.0,4.32564011423412,1.0,0.0,1.0,0.0,control,0,0.0
1251,2.0,5.1304134579421365,1.0,1.0,0.0,0.0,control,1,0.0
1252,4.0,4.817292674969329,0.0,1.0,0.0,0.0,mens_offer,0,0.0
1253,10.0,4.428517855102293,0.0,0.0,0.0,0.0,control,0,0.0
1254,7.0,4.310122500720094,1.0,0.0,1.0,0.0,control,0,0.0
1255,2.0,5.586364173244091,1.0,0.0,0.0,1.0,womens_offer,1,0.0
1256,11.0,4.472556105457414,1.0,1.0,0.0,0.0,womens_offer,1,-0.04
1257,7.0,3.941293276606238,1.0,1.0,1.0,0.0,control,0,0.26
1258,5.0,3.269840128155486,0.0,1.0,0.0,0.0,womens_offer,1,0.091
1259,1.0,3.717510740996099,1.0,1.0,1.0,0.0,mens_offer,1,0.26
1260,7.0,3.1037100338223316,1.0,0.0,0.0,1.0,control,1,0.0
1261,7.0,4.1158584635809845,0.0,1.0,1.0,0.0,mens_offer,0,0.26
1262,2.0,4.248245479698341,1.0,0.0,0.0,0.0,womens_offer,0,0.0
1263,11.0,2.2663464862192786,0.0,0.0,0.0,1.0,control,0,0.0
1264,7.0,4.036815963929096,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1265,2.0,4.596853237774371,1.0,1.0,1.0,0.0,control,1,0.26
1266,3.0,4.167963881013503,0.0,1.0,0.0,0.0,control,0,0.091
1267,4.0,3.1854848565588787,1.0,0.0,1.0,0.0,control,0,0.0
1268,9.0,5.150098490175497,1.0,1.0,1.0,0.0,womens_offer,1,0.0
1269,10.0,3.4092609021552076,1.0,0.0,1.0,0.0,mens_offer,0,-0.04
1270,10.0,2.950555105950606,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1271,8.0,3.0768450474441087,1.0,0.0,1.0,0.0,mens_offer,0,0.0
1272,11.0,4.007555275781116,0.0,1.0,0.0,0.0,womens_offer,1,0.091
1273,4.0,4.894363254930098,0.0,1.0,1.0,1.0,mens_offer,0,0.0
1274,7.0,5.057561227208439,0.0,1.0,0.0,0.0,mens_offer,1,0.0
1275,8.0,4.205878389101381,1.0,1.0,1.0,0.0,control,0,0.26
1276,5.0,2.9798721531604686,0.0,1.0,1.0,0.0,womens_offer,0,0.26
1277,6.0,3.443266869008673,1.0,0.0,0.0,0.0,mens_offer,1,0.0
1278,9.0,3.234002005770054,0.0,1.0,1.0,1.0,control,0,0.26
1279,11.0,3.862364221392246,0.0,0.0,0.0,1.0,womens_offer,0,0.0
1280,12.0,2.4912964838901286,1.0,1.0,0.0,1.0,womens_offer,0,-0.04
1281,4.0,4.117887888332524,0.0,1.0,1.0,0.0,control,0,0.26
1282,9.0,4.592073464274303,1.0,0.0,0.0,0.0,control,1,-0.04
1283,10.0,3.8878031311007883,0.0,1.0,1.0,1.0,control,0,0.26
1284,12.0,4.4272723358541715,0.0,0.0,0.0,0.0,womens_offer,0,0.0
1285,8.0,3.197998943666705,0.0,1.0,1.0,0.0,womens_offer,0,0.26
1286,3.0,2.7572743941105275,1.0,1.0,0.0,1.0,womens_offer,1,0.091
1287,9.0,3.4595347254378117,0.0,0.0,0.0,1.0,womens_offer,0,0.0
1288,3.0,5.048691196972206,1.0,1.0,1.0,1.0,control,1,0.0
1289,5.0,4.935030396083176,0.0,1.0,0.0,0.0,womens_offer,0,0.0
1290,6.0,3.616868527277179,1.0,1.0,0.0,0.0,control,0,0.091
1291,9.0,5.09033932633524,1.0,0.0,1.0,0.0,control,1,0.0
1292,3.0,3.732546083119446,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1293,9.0,5.366087125851006,1.0,1.0,0.0,0.0,womens_offer,0,0.0
1294,2.0,4.446807900650139,0.0,1.0,0.0,0.0,mens_offer,1,0.091
1295,5.0,3.62098932316022,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1296,2.0,4.725256028978411,0.0,1.0,1.0,0.0,control,0,0.26
1297,1.0,3.3394267349687605,1.0,0.0,1.0,1.0,mens_offer,0,0.0
1298,4.0,3.1998957689484655,1.0,1.0,1.0,0.0,womens_offer,0,0.26
1299,12.0,2.7598908403723494,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1300,7.0,4.247134707190152,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1301,9.0,3.971187832429179,1.0,1.0,0.0,0.0,control,0,-0.04
1302,3.0,3.9500397724663703,0.0,0.0,0.0,1.0,control,0,0.0
1303,3.0,3.6572745533074906,1.0,0.0,1.0,0.0,mens_offer,0,0.0
1304,11.0,5.299104797622792,0.0,0.0,1.0,1.0,control,1,0.0
1305,9.0,3.6452174424016506,0.0,1.0,0.0,1.0,control,0,0.091
1306,6.0,3.3834480554163986,0.0,0.0,0.0,0.0,mens_offer,0,0.0
1307,4.0,5.127450408196984,0.0,1.0,0.0,1.0,womens_offer,1,0.0
1308,11.0,5.284239179615478,0.0,1.0,1.0,0.0,mens_offer,0,0.0
1309,6.0,4.318383826458026,0.0,0.0,1.0,1.0,womens_offer,0,0.0
1310,1.0,2.518028938668884,1.0,0.0,0.0,1.0,womens_offer,0,0.0
1311,11.0,3.491198141892252,1.0,1.0,1.0,0.0,womens_offer,0,-0.04
1312,6.0,4.562107744533806,0.0,0.0,1.0,1.0,control,0,0.0
1313,6.0,4.033816420889305,1.0,1.0,0.0,0.0,control,0,0.091
1314,5.0,5.403180425026171,0.0,0.0,1.0,0.0,womens_offer,1,0.0
1315,4.0,2.8305671644103554,1.0,1.0,1.0,0.0,control,0,0.26
1316,8.0,4.620440154916956,0.0,0.0,1.0,0.0,womens_offer,1,0.0
1317,4.0,3.4673662180198415,0.0,1.0,0.0,0.0,control,0,0.091
1318,7.0,5.196289733205668,1.0,1.0,1.0,1.0,control,0,0.0
1319,1.0,3.9518018781943147,0.0,0.0,0.0,1.0,womens_offer,0,0.0
1320,11.0,4.934799111747084,0.0,1.0,0.0,0.0,control,0,0.0
1321,3.0,3.4495006524740117,1.0,0.0,0.0,1.0,womens_offer,0,0.0
1322,8.0,2.7945429704345464,1.0,1.0,1.0,1.0,mens_offer,0,0.26
1323,4.0,3.0492115093957186,0.0,0.0,0.0,1.0,womens_offer,0,0.0
1324,3.0,3.4851010783305894,1.0,0.0,1.0,0.0,mens_offer,0,0.0
1325,3.0,3.122704731387155,1.0,1.0,0.0,0.0,womens_offer,0,0.091
1326,9.0,5.08661328065481,1.0,1.0,1.0,0.0,control,0,0.0
1327,1.0,5.210493345123981,1.0,1.0,1.0,1.0,womens_offer,1,0.0
1328,10.0,4.259965299439349,0.0,0.0,1.0,1.0,womens_offer,0,0.0
1329,6.0,3.114634760417534,1.0,0.0,1.0,0.0,mens_offer,0,0.0
1330,6.0,3.9136361355278164,0.0,0.0,0.0,1.0,control,0,0.0
1331,3.0,3.416016571540312,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1332,5.0,5.313603330588237,1.0,0.0,0.0,1.0,womens_offer,0,0.0
1333,9.0,4.298037635968006,0.0,1.0,0.0,0.0,womens_offer,0,0.091
1334,11.0,4.452214050007279,0.0,0.0,0.0,0.0,womens_offer,0,0.0
1335,12.0,3.666191564489501,1.0,0.0,0.0,1.0,womens_offer,0,-0.04
1336,8.0,2.2959149514458543,1.0,0.0,0.0,0.0,womens_offer,0,0.0
1337,4.0,3.3419862729836796,0.0,0.0,1.0,1.0,womens_offer,0,0.0
1338,1.0,3.0438546065249192,0.0,0.0,1.0,1.0,womens_offer,0,0.0
1339,7.0,4.346269029223505,0.0,1.0,1.0,0.0,mens_offer,0,0.26
1340,7.0,4.103538267158093,1.0,1.0,0.0,0.0,womens_offer,0,0.091
1341,7.0,3.3155261663924667,1.0,0.0,0.0,0.0,mens_offer,1,0.0
1342,7.0,3.675904709676674,0.0,0.0,0.0,0.0,control,0,0.0
1343,1.0,5.414291510071629,0.0,0.0,0.0,1.0,control,0,0.0
1344,5.0,3.1791051754026265,1.0,0.0,0.0,0.0,control,0,0.0
1345,2.0,3.2148320569645477,1.0,1.0,0.0,1.0,womens_offer,0,0.091
1346,11.0,3.816737007682944,1.0,0.0,1.0,0.0,control,0,-0.04
1347,11.0,3.404562479338524,1.0,1.0,1.0,0.0,mens_offer,0,-0.04
1348,10.0,3.6407112984958445,1.0,0.0,1.0,0.0,mens_offer,0,-0.04
1349,6.0,4.489592528631491,0.0,1.0,0.0,0.0,control,0,0.091
